"X1"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"IHW_pvalue"	"t_ID"	"Human"	"type"	"symbol"
"1"	"LOC103056707_crovir-transcript-11710"	1030.67751038933	4.6240895059304	0.174627440748558	26.4797415922079	1.65889957592958e-154	1.09404427032556e-150	1.00020528855274e-150	"crovir-transcript-11710"	"NP_001001852"	"Nonvenom"	"PIM3"
"2"	"LOC103065456_crovir-transcript-8787"	787.171876639812	2.32263463450726	0.134496987381274	17.2690457959704	8.04617895007856e-67	1.76881833919227e-63	1.59901997051268e-63	"crovir-transcript-8787"	"NP_212134"	"Nonvenom"	"SLC52A3"
"3"	"FOCAD_crovir-transcript-15363"	1714.08552698724	1.79195753783283	0.105100674249712	17.0499147662485	3.50043356093905e-65	5.77133983359826e-62	5.36830489979985e-62	"crovir-transcript-15363"	"XP_016870341"	"Nonvenom"	"FOCAD"
"4"	"LOC103049655_crovir-transcript-1254"	388.501672317495	2.42907988966924	0.148337133702135	16.3753999355744	2.86617227431687e-60	4.20053469980439e-57	4.39404354497815e-57	"crovir-transcript-1254"	"NP_849142"	"Nonvenom"	"FBXO27"
"5"	"ESF1_crovir-transcript-8690"	1614.17621130388	1.73658781507617	0.108069032752065	16.0692454707195	4.19157247319757e-58	5.5286840921476e-55	5.38872136784023e-55	"crovir-transcript-8690"	"NP_001263309"	"Nonvenom"	"ESF1"
"6"	"HDAC3_crovir-transcript-5542"	3118.33653342681	2.71957488277805	0.173468062828025	15.6776690673846	2.15000414722067e-55	2.57805042744006e-52	2.35692443315287e-52	"crovir-transcript-5542"	"NP_001341968"	"Nonvenom"	"HDAC3"
"7"	"KITLG_crovir-transcript-11941"	263.65381605732	6.53699784389797	0.470327205585533	13.8988299342789	6.43852878295046e-44	6.06601390336547e-41	6.76291637548273e-41	"crovir-transcript-11941"	"NP_000890"	"Nonvenom"	"KITLG"
"8"	"GDF5_crovir-transcript-6421"	1435.5294954976	1.00252409316969	0.0790808189066568	12.6772093034725	7.90981987901703e-37	5.79614023356859e-34	5.33371253299826e-34	"crovir-transcript-6421"	"NP_000548"	"Nonvenom"	"GDF5"
"9"	"FAM50A_crovir-transcript-14841"	1193.50973621758	1.56371004962826	0.125742467361945	12.4358149035455	1.67028662383736e-35	1.15953055623235e-32	1.06007464783577e-32	"crovir-transcript-14841"	"NP_004690"	"Nonvenom"	"FAM50A"
"10"	"SUCO_crovir-transcript-5568"	1444.94780914184	1.17435753634919	0.0965477116244323	12.1634942619604	4.86330306050721e-34	3.20734836840451e-31	2.98336685378238e-31	"crovir-transcript-5568"	"NP_057311"	"Nonvenom"	"SUCO"
"11"	"LOC103049250_crovir-transcript-15138"	1739.1460673078	1.16445023248206	0.0990913340656966	11.7512822232269	6.95553291231567e-32	3.98884691797581e-29	3.71029034361515e-29	"crovir-transcript-15138"	"NP_061116"	"Nonvenom"	"TRPV6"
"12"	"LYSMD2_crovir-transcript-15311"	498.019696463032	1.63999768826597	0.141843644673231	11.56201035333	6.41882139336974e-31	3.52767725743946e-28	3.15339328905126e-28	"crovir-transcript-15311"	"NP_699205"	"Nonvenom"	"LYSMD2"
"13"	"GEMIN7_crovir-transcript-683"	401.817577680981	1.80166107813292	0.156906146337382	11.4824123859302	1.61704744220957e-30	8.53154230509768e-28	9.51170044817361e-28	"crovir-transcript-683"	"NP_001007270"	"Nonvenom"	"GEMIN7"
"14"	"C1QL3_crovir-transcript-1904"	56.2142682456605	4.65817558782248	0.419754554386063	11.097379502256	1.29175902853884e-28	6.08510770943831e-26	5.29695857090963e-26	"crovir-transcript-1904"	"NP_001010908"	"Nonvenom"	"C1QL3"
"15"	"CREM_crovir-transcript-1813"	106.150075078608	3.14786145515899	0.297000584357139	10.5988392648202	3.01701430424103e-26	1.24357558352935e-23	9.66546095071267e-24	"crovir-transcript-1813"	"XP_024303592"	"Nonvenom"	"CREM"
"16"	"SPTY2D1_crovir-transcript-7744"	1518.19573071021	1.92343144556758	0.183000621595121	10.5105186463413	7.72674378211058e-26	3.0883560753345e-23	2.85297864946727e-23	"crovir-transcript-7744"	"NP_919261"	"Nonvenom"	"SPTY2D1"
"17"	"ACPP_crovir-transcript-2146"	86.7998791681408	7.19332875714473	0.697088092825865	10.3191100682617	5.77559896760443e-25	2.24059265831478e-22	1.38985754748962e-22	"crovir-transcript-2146"	"NP_001127666"	"Nonvenom"	"ACP3"
"18"	"MTFR1_crovir-transcript-5066"	1033.75241158838	1.1146889006163	0.11172194770458	9.9773493348308	1.91514549785293e-23	6.82723489640003e-21	6.35046273537113e-21	"crovir-transcript-5066"	"XP_006716547"	"Nonvenom"	"MTFR1"
"19"	"MAMLD1_crovir-transcript-249"	284.725873329709	2.01671854067393	0.210176138692367	9.59537344829509	8.36137514594001e-22	2.68991556524265e-19	2.5008464648586e-19	"crovir-transcript-249"	"XP_011529394"	"Nonvenom"	"MAMLD1"
"20"	"LOC103054208_crovir-transcript-7971"	2944.0999289273	4.06166065499008	0.429490689785991	9.45692363439577	3.17136224359592e-21	9.95958761738814e-19	9.17089487713969e-19	"crovir-transcript-7971"	"NP_000775"	"Nonvenom"	"CYP27A1"
"21"	"DNAJA1_crovir-transcript-15194"	2223.89379830383	0.964368281388134	0.102119618654428	9.4435162811521	3.60474946055345e-21	1.10573593917907e-18	1.00514271912849e-18	"crovir-transcript-15194"	"NP_001530"	"Nonvenom"	"DNAJA1"
"22"	"SLC30A6_crovir-transcript-9444"	1075.59091874124	0.886018976030706	0.0955976371313124	9.26820999575204	1.89295919509864e-20	5.54847372963356e-18	4.90169123797977e-18	"crovir-transcript-9444"	"NP_001180442"	"Nonvenom"	"SLC30A6"
"23"	"LOC103055710_crovir-transcript-14192"	858.622097026569	1.23312548328132	0.133237503547189	9.25509297646505	2.14044040209122e-20	6.13748019643113e-18	5.7088762680578e-18	"crovir-transcript-14192"	"NP_065804"	"Nonvenom"	"CASKIN2"
"24"	"OAT_crovir-transcript-10420"	4480.72938649696	1.53792723427939	0.167321430715234	9.1914540038616	3.87566658814243e-20	1.06500088119997e-17	1.00476500626471e-17	"crovir-transcript-10420"	"NP_000265"	"Nonvenom"	"OAT"
"25"	"TSG101_crovir-transcript-7747"	4715.73579203641	1.56428923512697	0.170453476451685	9.17722106753492	4.42359503297328e-20	1.19075956091669e-17	1.13067931333008e-17	"crovir-transcript-7747"	"NP_006283"	"Nonvenom"	"TSG101"
"26"	"CDK20_crovir-transcript-14814"	210.366328723719	5.55401024091528	0.601464440606921	9.23414563845351	2.60355416594305e-20	7.30657009548699e-18	1.16679773695403e-17	"crovir-transcript-14814"	"XP_016870050"	"Nonvenom"	"CDK20"
"27"	"GCDH_crovir-transcript-14985"	1693.83647046192	0.905120830363552	0.0987621587089946	9.16465215215187	4.9707023977511e-20	1.31127129252674e-17	1.2197001576061e-17	"crovir-transcript-14985"	"XP_011526201"	"Nonvenom"	"GCDH"
"28"	"FAM120A_crovir-transcript-8477"	10339.9329463703	0.809834138919133	0.0887961718383474	9.12014698554154	7.50225100234307e-20	1.94028805335108e-17	1.79241002494425e-17	"crovir-transcript-8477"	"XP_011516714"	"Nonvenom"	"FAM120A"
"29"	"TLE1_crovir-transcript-15461"	1268.05401201221	1.26420387443372	0.139066796247422	9.09062341656667	9.84727857617485e-20	2.49780008499512e-17	2.29852058117995e-17	"crovir-transcript-15461"	"XP_005252208"	"Nonvenom"	"TLE1"
"30"	"CLTA_crovir-transcript-15223"	2080.78635064751	0.951020835262944	0.104877239343096	9.06794306581406	1.21284904253097e-19	3.01839223980821e-17	2.78834707068479e-17	"crovir-transcript-15223"	"NP_009027"	"Nonvenom"	"CLTA"
"31"	"QPCT_crovir-transcript-9447"	12890.5587049853	2.86201870628064	0.316805185476103	9.03400208547571	1.65505563201499e-19	4.04262662708846e-17	3.69588017754967e-17	"crovir-transcript-9447"	"NP_036545"	"Nonvenom"	"QPCT"
"32"	"TAF1D_crovir-transcript-4051"	350.412453462205	1.84762260179935	0.206902355212905	8.92992542254112	4.26296073885456e-19	1.00407950259807e-16	8.97547404170662e-17	"crovir-transcript-4051"	"NP_077021"	"Nonvenom"	"TAF1D"
"33"	"uknown_crovir-transcript-4175"	108.116304928816	2.11927949095997	0.240466801301145	8.81318951095424	1.21634672082847e-18	2.67393554128793e-16	2.04744513166505e-16	"crovir-transcript-4175"	"XP_006724222"	"Nonvenom"	"CCDC116"
"34"	"ERCC1_crovir-transcript-1244"	1285.69160258023	1.79058741745838	0.203233341782289	8.81050029367976	1.2458856285911e-18	2.69397236739616e-16	2.52035920926352e-16	"crovir-transcript-1244"	"NP_973730"	"Nonvenom"	"ERCC1"
"35"	"ULK2_crovir-transcript-9526"	282.333336081465	1.86183525779669	0.209886527894173	8.87067539053981	7.27035966013999e-19	1.65338006753873e-16	2.75296244174392e-16	"crovir-transcript-9526"	"XP_016880913"	"Nonvenom"	"ULK2"
"36"	"LOC103061821_crovir-transcript-14136"	568.491119615313	1.64715237175144	0.187802265370994	8.77067360448278	1.77600576637521e-18	3.77830904169178e-16	3.45423378906067e-16	"crovir-transcript-14136"	"NP_001009905"	"Nonvenom"	"B3GNTL1"
"37"	"MAN1A2_crovir-transcript-15089"	8145.66109065001	1.27186370934102	0.14506599909688	8.76748319564272	1.82704290562039e-18	3.82518982938619e-16	3.53365500842261e-16	"crovir-transcript-15089"	"NP_006690"	"Nonvenom"	"MAN1A2"
"38"	"TBCD_crovir-transcript-14139"	266.161702402688	1.06299759411496	0.121675717009849	8.7363166639808	2.40834263907213e-18	4.96344365771272e-16	5.53367580857468e-16	"crovir-transcript-14139"	"NP_005984"	"Nonvenom"	"TBCD"
"39"	"NEDD9_crovir-transcript-5326"	414.543239332336	1.78490988019128	0.205901952649044	8.66873702375044	4.36939817870398e-18	8.60184507120977e-16	7.92453107065674e-16	"crovir-transcript-5326"	"NP_006394"	"Nonvenom"	"NEDD9"
"40"	"LOC103051283_crovir-transcript-6058"	516.248536234709	2.05210477640658	0.236439412640253	8.67919926500957	3.98564871629281e-18	7.96525857089427e-16	8.7478157540052e-16	"crovir-transcript-6058"	"NP_001093242"	"Nonvenom"	"CYP4B1"
"41"	"LOC103061241_crovir-transcript-8385"	2295.76219471372	1.03578673909366	0.119897163514986	8.63895949435201	5.67272820277985e-18	1.10034242639215e-15	1.02350126822731e-15	"crovir-transcript-8385"	"NP_001026788"	"Nonvenom"	"COX19"
"42"	"SLC38A2_crovir-transcript-11799"	459.75064832485	1.55737057737824	0.180406872758442	8.63254572049206	6.0001347702039e-18	1.14698228433318e-15	1.02528830562641e-15	"crovir-transcript-11799"	"NP_061849"	"Nonvenom"	"SLC38A2"
"43"	"NEK1_crovir-transcript-4639"	1453.0232386599	0.806997704012991	0.0937975423940295	8.60361245524871	7.72454961345008e-18	1.45552584859152e-15	1.33940107517995e-15	"crovir-transcript-4639"	"NP_001186326"	"Nonvenom"	"NEK1"
"44"	"GLRX2_crovir-transcript-5695"	619.963935423236	1.57649341728904	0.185573474672415	8.49525192149339	1.97504064999829e-17	3.66912481316584e-15	3.3544145717216e-15	"crovir-transcript-5695"	"NP_057150"	"Nonvenom"	"GLRX2"
"45"	"LOC103066276_crovir-transcript-3676"	595.941185933883	2.98816608964648	0.353305978562416	8.45772862889322	2.7263565824952e-17	4.99453379487663e-15	4.51508168162434e-15	"crovir-transcript-3676"	"NP_001748"	"Nonvenom"	"CBR1"
"46"	"LOC103060709_crovir-transcript-15591"	611.829560005312	1.31039510357918	0.155770269373633	8.41235692053693	4.01852872335298e-17	7.16275592716566e-15	6.54838798875271e-15	"crovir-transcript-15591"	"XP_016864962"	"Nonvenom"	"MCC"
"47"	"LOC103048486_crovir-transcript-3633"	563.544400542953	1.61816122071946	0.193460336479584	8.36430479841654	6.04704110957352e-17	1.04947989783256e-14	9.48734688069887e-15	"crovir-transcript-3633"	"NP_775490"	"Nonvenom"	"SIK1"
"48"	"NR1H2_crovir-transcript-5260"	501.949151925837	1.08886998673617	0.131193420122364	8.29973016726431	1.04348121835336e-16	1.7204396587601e-14	1.55528541934706e-14	"crovir-transcript-5260"	"NP_009052"	"Nonvenom"	"NR1H2"
"49"	"LOC103051431_crovir-transcript-1648"	805.654986734538	3.17632922804229	0.385447856627703	8.24061977106867	1.71320868030887e-16	2.78978055472518e-14	2.46457738962493e-14	"crovir-transcript-1648"	"NP_000508"	"Nonvenom"	"HBA2"
"50"	"GPHN_crovir-transcript-7495"	382.731118578208	2.17965963970221	0.264796164433749	8.23146228104656	1.84941759988694e-16	2.95029788042844e-14	3.07440777105625e-14	"crovir-transcript-7495"	"XP_011534642"	"Nonvenom"	"GPHN"
"51"	"SNTB2_crovir-transcript-4869"	1067.53296241588	1.36342131748897	0.167154587451037	8.1566491131351	3.44447191046412e-16	5.40864101178831e-14	4.94472800654048e-14	"crovir-transcript-4869"	"NP_066301"	"Nonvenom"	"SNTB1"
"52"	"NR4A1_crovir-transcript-14451"	4944.63887363083	2.74701792883153	0.339335440881539	8.0952874291445	5.71292947372372e-16	8.86512232451951e-14	8.24603661960618e-14	"crovir-transcript-14451"	"XP_005268879"	"Nonvenom"	"NR4A1"
